684,000
684,000
365,000
365,000
365,000
365,000
365,000
365,000
365,000
628,000
628,000
628,000
628,000
628,000
328,000
823,000
739,000
823,000
823,000
823,000
823,000
935,000
566,000
566,000
566,000
566,000
566,000
566,000
566,000
566,000
566,000
595,000
595,000
595,000
595,000
595,000
595,000
715,000
715,000
715,000
715,000
715,000
495,000
495,000
495,000
495,000
495,000
495,000
595,000
595,000
595,000
595,000
595,000
595,000
595,000
595,000
595,000
1,250,000
1,250,000
1,250,000
1,250,000
1,250,000
684,000
698,000
698,000
698,000
698,000
844,000
516,000
516,000
516,000
516,000
585,000
800,000
800,000
800,000
800,000
800,000
800,000
656,000
625,000
625,000
625,000
625,000
625,000
625,000
625,000
625,000
625,000
566,000
566,000
566,000
